Orden,Dependencia,Atencion,Recibio del cer,Entrego al cer,Folio,Entrada,Equipo,Marca,Modelo,Serie,Unidad,Delegacion,Accesorios,Falla,Ticket,Status,Reparacion,Salida,Reparacion,Servicio,Reporte,LinkR,,linkO,Descarga
A785,C4 (CABINA),,,,xx,9-Jun,PORTATIL,SEPURA,STP9000,1PRE01712G8H5UU,XX,C4 (CABINA),,,,ENTREGADO,9-Jun,9-Jun,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON PERFIL OPERATIVO C4,http://10.90.111.119:5000/resguardo/A785,http://10.90.111.119:5000/resguardo/A785,http://10.90.111.119:5000/orden/A785,http://10.90.111.119:5000/orden/A785
A786,C4 (CABINA),,,,xx,9-Jun,PORTATIL,SEPURA,STP9000,1PRE01712G8H5DM,XX,C4 (CABINA),,,,ENTREGADO,9-Jun,9-Jun,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON PERFIL OPERATIVO C4,http://10.90.111.119:5000/resguardo/A786,http://10.90.111.119:5000/resguardo/A786,http://10.90.111.119:5000/orden/A786,http://10.90.111.119:5000/orden/A786
A787,C4 (CABINA),,,,xx,9-Jun,PORTATIL,SEPURA,STP9000,1PRC01626G8B0G5,XX,C4 (CABINA),,,,ENTREGADO,9-Jun,9-Jun,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON PERFIL OPERATIVO C4,http://10.90.111.119:5000/resguardo/A787,http://10.90.111.119:5000/resguardo/A787,http://10.90.111.119:5000/orden/A787,http://10.90.111.119:5000/orden/A787
A788,C4 (CABINA),,,,xx,9-Jun,PORTATIL,SEPURA,STP9000,1PRE01712G8H5DV,XX,C4 (CABINA),,,,ENTREGADO,9-Jun,9-Jun,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON PERFIL OPERATIVO C4,http://10.90.111.119:5000/resguardo/A788,http://10.90.111.119:5000/resguardo/A788,http://10.90.111.119:5000/orden/A788,http://10.90.111.119:5000/orden/A788
A789,C4 (CABINA),,,,xx,9-Jun,PORTATIL,SEPURA,STP9000,1PRE01711G8H4VC,XX,C4 (CABINA),,,,ENTREGADO,9-Jun,9-Jun,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON PERFIL OPERATIVO C4,http://10.90.111.119:5000/resguardo/A789,http://10.90.111.119:5000/resguardo/A789,http://10.90.111.119:5000/orden/A789,http://10.90.111.119:5000/orden/A789
A790,C4 (CABINA),,,,xx,9-Jun,PORTATIL,SEPURA,STP9000,1PRE01712G8H5PH,XX,C4 (CABINA),,,,ENTREGADO,9-Jun,9-Jun,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON PERFIL OPERATIVO C4,http://10.90.111.119:5000/resguardo/A790,http://10.90.111.119:5000/resguardo/A790,http://10.90.111.119:5000/orden/A790,http://10.90.111.119:5000/orden/A790
A791,C4 (CABINA),,,,xx,9-Jun,PORTATIL,SEPURA,SC21,1PR002029GMN09Y,XX,C4 (CABINA),,,,ENTREGADO,9-Jun,9-Jun,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON PERFIL OPERATIVO C4,http://10.90.111.119:5000/resguardo/A791,http://10.90.111.119:5000/resguardo/A791,http://10.90.111.119:5000/orden/A791,http://10.90.111.119:5000/orden/A791
A792,C4 (CABINA),,,,xx,9-Jun,PORTATIL,SEPURA,SC21,1PRC002029GMN0OX,XX,C4 (CABINA),,,,ENTREGADO,9-Jun,9-Jun,PEPE,PROGRAMACION,SE PROGRAMO EQUIPO CON PERFIL OPERATIVO C4,http://10.90.111.119:5000/resguardo/A792,http://10.90.111.119:5000/resguardo/A792,http://10.90.111.119:5000/orden/A792,http://10.90.111.119:5000/orden/A792
A793,TRANSITO,,,,139,9-Jun,PORTATIL,SEPURA,STP9038,1PRE01711G8H4WQ,XX,SUPERVISION DE UNIDADES,,,,ENTREGADO,21-Jun,28-Jun,PEPE,REPARACION,"SE REPARO FALLA EN CONTROL DE VOLUMEN, SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A793,http://10.90.111.119:5000/resguardo/A793,http://10.90.111.119:5000/orden/A793,http://10.90.111.119:5000/orden/A793
A794,TRANSITO,,,,140,9-Jun,PORTATIL,SEPURA,STP9038,1PRE01712G8H5F9,XX,SUPERVISION DE UNIDADES,,,,ENTREGADO,15-Jun,28-Jun,CESAR,REPARACION,"SE REPARO FALLA EN TARJETA, SE REVISAN PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK",http://10.90.111.119:5000/resguardo/A794,http://10.90.111.119:5000/resguardo/A794,http://10.90.111.119:5000/orden/A794,http://10.90.111.119:5000/orden/A794
A795,POLICIA,,,,178,9-Jun,MOBIL,SEPURA,SRG3900,8PRF01623G7C28N,174,SAN MIGUEL,,,,ENTREGADO,9-Jun,9-Jun,JC Y PEPE,REPARACION,"SE CAMBIO CABLE GPS DAÑADO, SE CAMBIO FUSIBLE DAÑADO Y SE COLOCO BOCINA EN SU LUGAR.",http://10.90.111.119:5000/resguardo/A795,http://10.90.111.119:5000/resguardo/A795,http://10.90.111.119:5000/orden/A795,http://10.90.111.119:5000/orden/A795
A796,PROTECCION CIVIL,,,,XX,9-Jun,PORTATIL,SEPURA,STP9038,2PSF0197G896HM,XX,PC,,,14741,ENTREGADO,17-Jun,17-Jun,JC,REVISION,"SE REVISA EL EQUIPO FUNCIONA CORRECTAMENTE SOLO TIENE EL DISPLAY DAÑADO SE REALIZARON PRUEBAS DE COMUNICACIÓN SIN PROBLEMA ALGUNA, PARAMETROS CORRECTOS RX Y TX-OK, NOTA: EL DISPLAY NO TIENE REPARACION SE TIENE QUE REEMPLAZAR EL RADIO FUNCIONA CORRECTAMENTE.",http://10.90.111.119:5000/resguardo/A796,http://10.90.111.119:5000/resguardo/A796,http://10.90.111.119:5000/orden/A796,http://10.90.111.119:5000/orden/A796
A797,POLICIA,,,,DIR/7963/DEPEYDP-0434/ARM-0137,9-Jun,PORTATIL,SEPURA,SC20,1PR0019442GKC6YWQ,1215066,OPERATIVO,,,,ENTREGADO,,,JAVIER,PROGRAMACION,SE PROGRAMO RADIO CON NUEVAS FRECUENCIAS OPERATIVAS DE POLICIA MUNICIPAL.,http://10.90.111.119:5000/resguardo/A797,http://10.90.111.119:5000/resguardo/A797,http://10.90.111.119:5000/orden/A797,http://10.90.111.119:5000/orden/A797
A798,POLICIA,,,,DIR/7963/DEPEYDP-0434/ARM-0137,9-Jun,PORTATIL,SEPURA,SC21,1PR002029GMN0M4,1215020,OPERATIVO,,,,ENTREGADO,,,JAVIER,PROGRAMACION,SE PROGRAMO RADIO CON NUEVAS FRECUENCIAS OPERATIVAS DE POLICIA MUNICIPAL.,http://10.90.111.119:5000/resguardo/A798,http://10.90.111.119:5000/resguardo/A798,http://10.90.111.119:5000/orden/A798,http://10.90.111.119:5000/orden/A798
A799,PC,,,,XX,10-Jun,PORTATIL,SEPURA,STP9000,2PSJ01917G896JJ,XX,PC,,,,ENTREGADO,11-Feb,11-Feb,PEPE,DIAGNOSTICO,"AL REVISAR EL EQUIPO NO SE DETE3CTO NINGUNA FALLA, SE REVISARON PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A799,http://10.90.111.119:5000/resguardo/A799,http://10.90.111.119:5000/orden/A799,http://10.90.111.119:5000/orden/A799
A800,POLICIA,,,,182,10-Jun,PORTATIL,SEPURA,STP9000,2PNC01635G8255P,XX,ESCOLTAS,,,14744,ENTREGADO,11-Jun,14-Jun,JC,REPARACION,"SE DIO MANTENIMIENTO Y LIMPIEZA A TARJETA SECUNDARIA DEL EQUIPO, SE REPARAN BOTONES FRONTALES, SE REPARA TUERCA Y SE COLOCA EN SU LUGAR, PARAMETROS CORRECTOS RX Y TX-OK",http://10.90.111.119:5000/resguardo/A800,http://10.90.111.119:5000/resguardo/A800,http://10.90.111.119:5000/orden/A800,http://10.90.111.119:5000/orden/A800
A801,POLICIA,,,,XX,10-Jun,MOBIL,SEPURA,SRG3900,2PNE01535G7Q7WA,565,CERRITO DE JEREZ,,,,ENTREGADO,9-Jun,9-Jun,CESAR,REPARACION,"SE LE DIO MANTENIMIENTO A LA CARATULA, SE REVISAN PARAMETROS GENERALS RX OK ",http://10.90.111.119:5000/resguardo/A801,http://10.90.111.119:5000/resguardo/A801,http://10.90.111.119:5000/orden/A801,http://10.90.111.119:5000/orden/A801
A802,POLICIA,,,,141,11-Jun,PORTATIL,Kenwood,TK3180,B3400802,XX,MOTOS,,,,ENTREGADO,11-Jun,23-Jun,JC,REPARACION,,http://10.90.111.119:5000/resguardo/A802,http://10.90.111.119:5000/resguardo/A802,http://10.90.111.119:5000/orden/A802,http://10.90.111.119:5000/orden/A802
A803,POLICIA,,,,184,11-Jun,PORTATIL,SEPURA,ST9000,1PRE01712G8H5DO,XX,SAN ISIDRO,,,,ENTREGADO,15/+6,,CESAR,REPARACION,"SE REPARO CONTROL DE VOLUMEN, SE REVISAN PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK",http://10.90.111.119:5000/resguardo/A803,http://10.90.111.119:5000/resguardo/A803,http://10.90.111.119:5000/orden/A803,http://10.90.111.119:5000/orden/A803
A804,PC,,,,SSP/DGPC1136/2021,11-Jun,PORTATIL,SEPURA,SC-21,1PRC002023GMN044,XX,PC,,,,ENTREGADO,11-Jun,11-Jun,JAVIER,PROGRAMACION,SE AGREGO FRECUENCIA MEDICOS AL EQUIPO.,http://10.90.111.119:5000/resguardo/A804,http://10.90.111.119:5000/resguardo/A804,http://10.90.111.119:5000/orden/A804,http://10.90.111.119:5000/orden/A804
A805,DESARROLLO SOCIAL,,,,DGDSH/SA/0739/2021,11-Jun,47 PORTATIL,KENWOOD,ANEXA,ANEXA,XX,OPERATIVA,,,,ENTREGADO,11-Jun,11-Jun,CER,DIAGNOSTICO,"SE DIAGNOSTICARON 47 EQUIPOS D LA DIRECCION DE DESARROLLO SOCIAL , SE ANEXA FORMATO DE DIAGNOSTICO .",http://10.90.111.119:5000/resguardo/A805,http://10.90.111.119:5000/resguardo/A805,http://10.90.111.119:5000/orden/A805,http://10.90.111.119:5000/orden/A805
A806,DESARROLLO SOCIAL,,,,DGDSH/SA/0741/2021,11-Jun,33 PORTATIL,KENWOOD,ANEXA,ANEXA,XX,OPERATIVA,,,,ENTREGADO,11-Jun,11-Jun,CER,DIAGNOSTICO,"SE DIAGNOSTICARON 33 EQUIPOS D LA DIRECCION DE DESARROLLO SOCIAL , SE ANEXA FORMATO DE DIAGNOSTICO .",http://10.90.111.119:5000/resguardo/A806,http://10.90.111.119:5000/resguardo/A806,http://10.90.111.119:5000/orden/A806,http://10.90.111.119:5000/orden/A806
A807,OBRAS PUBLICAS,,,,DGOP/SGEOM/DMIIU/IU/694/2021,14-Jun,PORTATIL,KENWOOD,TK-3160,80300834,XX,OPERATIVA,,,,ENTREGADO,11-Jun,17-Jun,CESAR,DIAGNOSTICO,"EL EQUIPO NO TIENE POTENCIA, CLIP Y BATERIA EN MAL ESTADO",http://10.90.111.119:5000/resguardo/A807,http://10.90.111.119:5000/resguardo/A807,http://10.90.111.119:5000/orden/A807,http://10.90.111.119:5000/orden/A807
A808,OBRAS PUBLICAS,,,,DGOP/SGEOM/DMIIU/IU/694/2021,14-Jun,PORTATIL,KENWOOD,TK-3160,80300836,XX,OPERATIVA,,,,ENTREGADO,11-Jun,17-Jun,CESAR,17-Jun,EL EQUIPO NO ENCIENDE BATERIA Y CLIP EN MAL ESTADO,http://10.90.111.119:5000/resguardo/A808,http://10.90.111.119:5000/resguardo/A808,http://10.90.111.119:5000/orden/A808,http://10.90.111.119:5000/orden/A808
A809,OBRAS PUBLICAS,,,,DGOP/SGEOM/DMIIU/IU/694/2021,14-Jun,PORTATIL,MOTOROLA,PRO5150,672YCL0326,XX,OPERATIVA,,,,ENTREGADO,11-Jun,17-Jun,CESAR,DIAGNOSTICO,EL EQUIPO FUNCIONA BATERIA Y ANTENA EN MAL ESTADO,http://10.90.111.119:5000/resguardo/A809,http://10.90.111.119:5000/resguardo/A809,http://10.90.111.119:5000/orden/A809,http://10.90.111.119:5000/orden/A809
A810,OBRAS PUBLICAS,,,,DGOP/SGEOM/DMIIU/IU/694/2021,14-Jun,PORTATIL,KENWOOD,TK-3160,80300534,XX,OPERATIVA,,,,ENTREGADO,11-Jun,17-Jun,CESAR,DIAGNOSTICO,EL EQUIPO FUNCIONA BATERIA Y HOUSING EN MAL ESTADO,http://10.90.111.119:5000/resguardo/A810,http://10.90.111.119:5000/resguardo/A810,http://10.90.111.119:5000/orden/A810,http://10.90.111.119:5000/orden/A810
A811,OBRAS PUBLICAS,,,,DGOP/SGEOM/DMIIU/IU/694/2021,14-Jun,PORTATIL,KENWOOD,TK-3160,80300475,XX,OPERATIVA,,,,ENTREGADO,11-Jun,17-Jun,CESAR,DIAGNOSTICO,EL EQUIPO FUNCIONA BATERIA Y HOUSING EN MAL ESTADO,http://10.90.111.119:5000/resguardo/A811,http://10.90.111.119:5000/resguardo/A811,http://10.90.111.119:5000/orden/A811,http://10.90.111.119:5000/orden/A811
A812,OBRAS PUBLICAS,,,,DGOP/SGEOM/DMIIU/IU/694/2021,14-Jun,PORTATIL,KENWOOD,TK-3160,80105132,XX,OPERATIVA,,,,ENTREGADO,11-Jun,17-Jun,CESAR,DIAGNOSTICO,"EL EQUIPO ENCIENDE PERO NO TIENE POTENCIA, CLIP EN MAL ESTADO",http://10.90.111.119:5000/resguardo/A812,http://10.90.111.119:5000/resguardo/A812,http://10.90.111.119:5000/orden/A812,http://10.90.111.119:5000/orden/A812
A813,OBRAS PUBLICAS,,,,DGOP/SGEOM/DMIIU/IU/694/2021,14-Jun,PORTATIL,KENWOOD,TK-3160,80300478,XX,OPERATIVA,,,,ENTREGADO,11-Jun,17-Jun,CESAR,DIAGNOSTICO,"EL EQUIPO TRABAJA CORRECTAMENTE, ANTENA EN MAL ESTADO",http://10.90.111.119:5000/resguardo/A813,http://10.90.111.119:5000/resguardo/A813,http://10.90.111.119:5000/orden/A813,http://10.90.111.119:5000/orden/A813
A814,OBRAS PUBLICAS,,,,DGOP/SGEOM/DMIIU/IU/694/2021,14-Jun,PORTATIL,KENWOOD,TK-3160,70903495,XX,OPERATIVA,,,,ENTREGADO,11-Jun,17-Jun,CESAR,DIAGNOSTICO,EL EQUIPO NO FUNCIONA CORRECTAMENTE ESTA DETERIORADO,http://10.90.111.119:5000/resguardo/A814,http://10.90.111.119:5000/resguardo/A814,http://10.90.111.119:5000/orden/A814,http://10.90.111.119:5000/orden/A814
A815,OBRAS PUBLICAS,,,,DGOP/SGEOM/DMIIU/IU/694/2021,14-Jun,PORTATIL,KENWOOD,TK-3160,80300594,XX,OPERATIVA,,,,ENTREGADO,11-Jun,17-Jun,CESAR,DIAGNOSTICO,EL EQUIPO NO FUNCIONA CORRECTAMENTE ESTA DETERIORADO,http://10.90.111.119:5000/resguardo/A815,http://10.90.111.119:5000/resguardo/A815,http://10.90.111.119:5000/orden/A815,http://10.90.111.119:5000/orden/A815
A816,OBRAS PUBLICAS,,,,DGOP/SGEOM/DMIIU/IU/694/2021,14-Jun,MOVIL,MOTOROLA,RADIUS,778TTJB101,XX,OPERATIVA,,,,ENTREGADO,11-Jun,17-Jun,CESAR,DIAGNOSTICO,EL EQUIPO YA ES OBSOLETO,http://10.90.111.119:5000/resguardo/A816,http://10.90.111.119:5000/resguardo/A816,http://10.90.111.119:5000/orden/A816,http://10.90.111.119:5000/orden/A816
A817,PROTECCION CIVIL,,,,SSP/DGPC/1167/2021,14-Jun,PORTATIL,SEPURA,SC20,1PR002030GKN3A9,XX,OPERATIVO,,,,,11-Jun,,JAVIER,PROGRAMACION,"SE AGREGO FRECUENCIA MEDICOS AL EQUIPO., SE REVISARON PARAMETROS GENERALES",http://10.90.111.119:5000/resguardo/A817,http://10.90.111.119:5000/resguardo/A817,http://10.90.111.119:5000/orden/A817,http://10.90.111.119:5000/orden/A817
A818,PROTECCION CIVIL,,,,SSP/DGPC/1167/2021,14-Jun,PORTATIL,SEPURA,SC20,1PR001647GKEE2BI,XX,OPERATIVO,,,,,11-Jun,,JAVIER,PROGRAMACION,SE AGREGO FRECUENCIA MEDICOS AL EQUIPO.  SE REVISARON PARAMETROS GENERALES,http://10.90.111.119:5000/resguardo/A818,http://10.90.111.119:5000/resguardo/A818,http://10.90.111.119:5000/orden/A818,http://10.90.111.119:5000/orden/A818
A819,POLICIA,,,,,,BATERIA,SEPURA,xx,d168,xx,OPERATIVO,,,,ENTREGADO,16-Jun,,martin,DIAGNOSTICO,"BATERIAS NO RETIENEN CARGA, SE RECOMIENDA EL CAMBIO DE LAS MISMAS",http://10.90.111.119:5000/resguardo/A819,http://10.90.111.119:5000/resguardo/A819,http://10.90.111.119:5000/orden/A819,http://10.90.111.119:5000/orden/A819
A820,POLICIA,,,,,,BATERIA,SEPURA,xx,d1499,xx,OPERATIVO,,,,ENTREGADO,16-Jun,,martin,DIAGNOSTICO,"BATERIAS NO RETIENEN CARGA, SE RECOMIENDA EL CAMBIO DE LAS MISMAS",http://10.90.111.119:5000/resguardo/A820,http://10.90.111.119:5000/resguardo/A820,http://10.90.111.119:5000/orden/A820,http://10.90.111.119:5000/orden/A820
A821,POLICIA,,,,,,BATERIA,SEPURA,xx,d743,xx,OPERATIVO,,,,ENTREGADO,16-Jun,,martin,DIAGNOSTICO,"BATERIAS NO RETIENEN CARGA, SE RECOMIENDA EL CAMBIO DE LAS MISMAS",http://10.90.111.119:5000/resguardo/A821,http://10.90.111.119:5000/resguardo/A821,http://10.90.111.119:5000/orden/A821,http://10.90.111.119:5000/orden/A821
A822,POLICIA,,,,,,5 EQUIPOS,,,,,OPERATIVO,,,,ENTREGADO,,,,,,http://10.90.111.119:5000/resguardo/A822,http://10.90.111.119:5000/resguardo/A822,http://10.90.111.119:5000/orden/A822,http://10.90.111.119:5000/orden/A822
A823,FISCALIZACION,,,,DGFC/0189/2021,15-Jun,PORTATIL,KENWOOD,TK-3180,B3400798,XX,FISCALIZACION,,,14735,ENTREGADO,15-Jun,25-Jun,JC,REPARACION,"SE REVISA EL EQUIPO SE REPAR ANTENA, EL CARGADOR TRABAJA CORRECTAMENTE, PARAMETROS CORRECTOS RX Y TX-OK (C.B. 20131200140)",http://10.90.111.119:5000/resguardo/A823,http://10.90.111.119:5000/resguardo/A823,http://10.90.111.119:5000/orden/A823,http://10.90.111.119:5000/orden/A823
A824,FISCALIZACION,,,,DGFC/0189/2021,15-Jun,PORTATIL,KENWOOD,TK-3180,90400205,XX,FISCALIZACION,,,14735,ENTREGADO,15-Jun,25-Jun,JC,REPARACION,"SE REVISA EL EQUIPO SE LIMPIA BOCINA Y SE COLOCAN TORNILLOS DE SUJECION EL CARGADOR TRABAJA CORRECTAMENTE, PARAMETROS CORRECTOS RX Y TX-OK (C.B. 200805423)",http://10.90.111.119:5000/resguardo/A824,http://10.90.111.119:5000/resguardo/A824,http://10.90.111.119:5000/orden/A824,http://10.90.111.119:5000/orden/A824
A825,POLICIA,,,,186,15-Jun,PORTATIL,SEPURA,STP-9038,1PRC01625G8A7IO,XX,CONTROL DE RADIOS,,,,,,,,,,http://10.90.111.119:5000/resguardo/A825,http://10.90.111.119:5000/resguardo/A825,http://10.90.111.119:5000/orden/A825,http://10.90.111.119:5000/orden/A825
A826,POLICIA,,,,187,15-Jun,PORTATIL,SEPURA,STP9000,1PRE01712G8H5RS,XX,GRUPO GIS,,,,ENTREGADO,13-Jul,15-Jul,PEPE,DIAGNOSTICO,"AL REVISAR EL EQUIPO SE DETECTA FALLA EN LA TARJETA PRINCIPAL, POR LO CUAL NO ES COSTEABLE SU REPARACION",http://10.90.111.119:5000/resguardo/A826,http://10.90.111.119:5000/resguardo/A826,http://10.90.111.119:5000/orden/A826,http://10.90.111.119:5000/orden/A826
A827,POLICIA,,,,188,24-Jun,BATERIA,SEPURA,STP/SC,D1327,XX,CIPOLES,,,,ENTREGADO,25-Jun,25-Jun,martin,DIAGNOSTICO,"SE DIAGNOSTICA BATERIA DETERMINANDO QUE YA NO RETIENE LA CARGA, SE REGRESA A LA  DEPENDENCIA PARA LOS FINES QUE MAS CONVENGAN",http://10.90.111.119:5000/resguardo/A827,http://10.90.111.119:5000/resguardo/A827,http://10.90.111.119:5000/orden/A827,http://10.90.111.119:5000/orden/A827
A828,POLICIA,,,,XX,,,,,,,,,,,,,,,,,http://10.90.111.119:5000/resguardo/A828,http://10.90.111.119:5000/resguardo/A828,http://10.90.111.119:5000/orden/A828,http://10.90.111.119:5000/orden/A828
A829,POLICIA,,,,XX,17-Jun,MOBIL,SEPURA,SRG3900,8PRF01623G7C2B3,530,CERRITO DE JEREZ,,,,ENTREGADO,17-Jun,17-Jun,MARTIN,REPARACION,"SE PROGRAMO EL EQUIPO CON LA FRECUENCIA DE CERRITO DE JEREZ, SE FIJA BOCINA Y CEREBRO CON BASE SE REVISAN TRASMISION RX OK Y TX OK",http://10.90.111.119:5000/resguardo/A829,http://10.90.111.119:5000/resguardo/A829,http://10.90.111.119:5000/orden/A829,http://10.90.111.119:5000/orden/A829
A830,PROTECCION CIVIL,,,,SSP/DGPC/1184/2021,17-Jun,PORTATIL,SEPURA,STP9000,ANEXA,XX,OPERATIVO,,,,ENTREGADO,17-Jun,17-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON 10 EQUIPOS PORTATILES , CON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL",http://10.90.111.119:5000/resguardo/A830,http://10.90.111.119:5000/resguardo/A830,http://10.90.111.119:5000/orden/A830,http://10.90.111.119:5000/orden/A830
A831,POLICIA,,,,XX,17-Jun,MOBIL,SEPURA,SRG3900,2PNE01536G7Q8AR,669,RURAL VILLAS,,,,ENTREGADO,17-Jun,17-Jun,CESAR,REPARACION,"SE CONECTO FUSIBLE DE ALIMENTACION, SE REVISAN PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK",http://10.90.111.119:5000/resguardo/A831,http://10.90.111.119:5000/resguardo/A831,http://10.90.111.119:5000/orden/A831,http://10.90.111.119:5000/orden/A831
A832,C4 (CABINA),,,,XX,17-Jun,BATERIA,SEPURA,300-01175,A28C063D,XX,CABINA C4,,,,DIAGNOSTICO,17-Jun,17-Jun,SERGIO,DIGNOSTICO,"BATERIAS NO RETIENEN CARGA, SE RECOMIENDA EL CAMBIO DE LAS MISMAS",http://10.90.111.119:5000/resguardo/A832,http://10.90.111.119:5000/resguardo/A832,http://10.90.111.119:5000/orden/A832,http://10.90.111.119:5000/orden/A832
A833,POLICIA,,,,190,18-Jun,MOBIL,SEPURA,SRG3900,8PRF01623G7C23X,169,SAN MIGUEL,,,,ENTREGADO,18-Jun,20-Jul,PEPE,DIAGNOSTICO,"AL REVISAR EL EQUIPO SE DETECTA QUE SE ENCUENTRA BLOQUEADO POR C5, SE REGRESA EL EQUIPO PARA SER LO CORRESPONDIENTE PARA SU DESBLOQUEO",http://10.90.111.119:5000/resguardo/A833,http://10.90.111.119:5000/resguardo/A833,http://10.90.111.119:5000/orden/A833,http://10.90.111.119:5000/orden/A833
A834,PC,,,,XX,18-Jun,PORTATIL,SEPURA,SC-20,1PR001647GKE235,XX,DIRECTOR,,,,ENTREGADO,18-Jun,18-Jun,PEPE,PROGRAMACION,SE AGREGO FRECUENCIA DE MEDICOS A EQUIPO.,http://10.90.111.119:5000/resguardo/A834,http://10.90.111.119:5000/resguardo/A834,http://10.90.111.119:5000/orden/A834,http://10.90.111.119:5000/orden/A834
A835,POLICIA,,,,XX,18-Jun,MOBIL,SEPURA,SRG3900,8PRF01624G7C2PA,576,CERRITO DE JEREZ,,,,ENTREGADO,18-Jun,18-Jun,MARTIN,REPARACION,"SE CONECTO CABLE DE GPS Y SE FIJO BASE METALICA AL CEREBRO, SE REVISAN PARAMETROS GENERALES CORRECTOS RX-OK Y TX-OK",http://10.90.111.119:5000/resguardo/A835,http://10.90.111.119:5000/resguardo/A835,http://10.90.111.119:5000/orden/A835,http://10.90.111.119:5000/orden/A835
A836,POLICIA,,,,XX,18-Jun,MOBIL,SEPURA,SRG3900,8PRF01623G7C2GP,531,CERRITO DE JEREZ,,,,ENTREGADO,18-Jun,18-Jun,MARTIN,REPARACION,SE INSTALA BASE PARA CEREBRO Y BOCINA FALTANTES,http://10.90.111.119:5000/resguardo/A836,http://10.90.111.119:5000/resguardo/A836,http://10.90.111.119:5000/orden/A836,http://10.90.111.119:5000/orden/A836
A837,POLICIA,,,,XX,18-Jun,MOBIL,SEPURA,SRG3900,1PRE01712G8H5FP,584,10 DE MAYO,,,,ENTREGADO,18-Jun,18-Jun,PEPE,REPARACION,SE INSTALO BASE DE BOCINA Y SE ACOMODO CABLEADO.,http://10.90.111.119:5000/resguardo/A837,http://10.90.111.119:5000/resguardo/A837,http://10.90.111.119:5000/orden/A837,http://10.90.111.119:5000/orden/A837
A838,POLICIA,,,,XX,18-Jun,MOBIL,SEPURA,SRG3900,8PRF01623G7C27S,539,10 DE MAYO,,,,ENTREGADO,18-Jun,18-Jun,CESAR,REPARACION,SE INSTALO BASE DE BOCINA Y SE ACOMODO CABLEADO Y SE CAMBIO MICROFONO,http://10.90.111.119:5000/resguardo/A838,http://10.90.111.119:5000/resguardo/A838,http://10.90.111.119:5000/orden/A838,http://10.90.111.119:5000/orden/A838
A839,POLICIA,,,,XX,18-Jun,MOVIL,SEPURA,SRG3900,8PRF01623G7C2CJ,589,10 DE MAYO,,,,ENTREGADO,18-Jun,18-Jun,JC,REPARACION,"SE INSTALO BASE DE BOCINA, SE ACOMODO",http://10.90.111.119:5000/resguardo/A839,http://10.90.111.119:5000/resguardo/A839,http://10.90.111.119:5000/orden/A839,http://10.90.111.119:5000/orden/A839
A840,POLICIA,,,,XX,18-Jun,MOVIL,SEPURA,SRG3900,2PSJ01908G780VW,545,CERRITO DE JEREZ,,,,ENTREGADO,18-Jun,18-Jun,PEPE,REPARACION,"SE INSTALO BOCINA, Y MICRO DAÑADO , SE REVISARON PARMETROS GENERALES RX-OK Y TX-OK.",http://10.90.111.119:5000/resguardo/A840,http://10.90.111.119:5000/resguardo/A840,http://10.90.111.119:5000/orden/A840,http://10.90.111.119:5000/orden/A840
A841,POLICIA,,,,XX,44365,MOVBIL,SEPURA,SRG3900,8PRF01623G7C21T,538,CERRITO DE JEREZ,,,,ENTREGADO,18-Jun,18-Jun,,,"SE INSTALO BASE DE BOCINA, SE ACOMODO CABLEADO",http://10.90.111.119:5000/resguardo/A841,http://10.90.111.119:5000/resguardo/A841,http://10.90.111.119:5000/orden/A841,http://10.90.111.119:5000/orden/A841
A842,PROTECCION CIVIL,alfa,,,SSP/DGPC/1204/2021,44364,PORTATIL,SEPURA,STP9000,ANEXA,XX,OPERATIVO,beta,gama,delta,ENTREGADO,18-Jun,18-Jun,JAVIER,PROGRAMACION,"SE PROGRAMARON 3 EQUIPOS PORTATILES , CON CANALES OPERATIVOS DE LA DIR. DE PROTECCION CIVIL",http://10.90.111.119:5000/resguardo/A842,http://10.90.111.119:5000/resguardo/A842,http://10.90.111.119:5000/orden/A842,http://10.90.111.119:5000/orden/A842
A843,PROTECCION CIVIL,,,,SSP/DGPC/1228/2021,21-Jun,PORTATIL,SEPURA,STP9000,2PSF01805G802F3,XX,PROTECCION CIVIL,,,,ENTREGADO,21-Jun,23-Jun,CESAR,PROGRAMACION,SE PROGRAMARON CANALES OPERATIVOS MEDICOS CRUM Y EVENTOS.,http://10.90.111.119:5000/resguardo/A843,http://10.90.111.119:5000/resguardo/A843,http://10.90.111.119:5000/orden/A843,http://10.90.111.119:5000/orden/A843
